SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,604 Quincy St #3,Brooklyn,NY,11221,959000,2,1.5,604 Quincy Street,920,1476,1899,84,1042,,Active,,,http://www.redfin.com/NY/Brooklyn/604-Quincy-St-11221/unit-3/home/169511185,MLSLI,3174496,N,Y,40.6884259,-73.9364028
MLS Listing,,Multi-Family (2-4 Unit),2446 W First St,Brooklyn,NY,11223,989000,0,,Brooklyn,2480,1999,1935,1,399,,Active,,,http://www.redfin.com/NY/Brooklyn/2446-W-1st-St-11223/home/40857164,HGMLS,6004207,N,Y,40.589276,-73.971204
MLS Listing,,Condo/Co-op,220 Riverside Blvd Unit 4B,New York,NY,10069,950000,1,1,Upper West Side,880,,2002,1,1080,,Active,,,http://www.redfin.com/NY/New-York/220-Riverside-Blvd-10069/home/45120860,REBNY,DEGI4067879,N,Y,40.7798481,-73.9870662
MLS Listing,,Condo/Co-op,42-35 Main St Unit 7H,Flushing,NY,11355,968000,2,2,Arcadia,786,,2013,1,1232,548,Active,,,http://www.redfin.com/NY/Flushing/42-35-Main-St-11355/unit-7H/home/59307792,MLSLI,3191209,N,Y,40.7547953,-73.8275503
MLS Listing,,Condo/Co-op,26 W 74th St Unit 2B,New York,NY,10023,999000,2,1,Upper West Side,,,1904,3,,,Active,,,http://www.redfin.com/NY/New-York/26-W-74th-St-10023/home/45266729,REBNY,CCRI1865264,N,Y,40.7779235,-73.9764131
MLS Listing,,Condo/Co-op,14 E 90th St Unit 1B,New York,NY,10128,995000,0,,Upper East Side,1000,,1929,3,995,,Active,,,http://www.redfin.com/NY/New-York/14-E-90th-St-10128/home/170268485,REBNY,CORC5951829,N,Y,40.7834752,-73.9575176
MLS Listing,,Condo/Co-op,200 Rector Pl Unit 31G,New York,NY,10280,955000,1,1,Battery Park City,638,,1987,3,1497,,Active,,,http://www.redfin.com/NY/New-York/200-Rector-Pl-10280/home/45125551,REBNY,DEGI2581100,N,Y,40.7087736,-74.0161964
MLS Listing,,Condo/Co-op,99 John St #207,New York,NY,10038,998000,2,1,Financial District,926,,,3,1078,,Active,,,http://www.redfin.com/NY/New-York/99-John-St-10038/home/45219922,REBNY,NYLS103818,N,Y,40.7082733,-74.0060173
MLS Listing,,Condo/Co-op,40 W 116th St Unit A902,New York,NY,10026,950000,2,2,West Harlem,1000,,2007,3,950,,Active,,,http://www.redfin.com/NY/New-York/40-W-116th-St-10026/home/45226875,REBNY,UCOM613465,N,Y,40.8010319,-73.9483377
MLS Listing,,Condo/Co-op,278 Nassau Ave Unit 3A,Brooklyn,NY,11222,959000,1,1.5,Green Point,1094,,,4,877,,Active,,,http://www.redfin.com/NY/Brooklyn/278-Nassau-Ave-11222/home/170236663,REBNY,INHO107382,N,Y,40.7259129,-73.9396284
MLS Listing,,Condo/Co-op,11-35 45th Ave Ph 6D,Queens,NY,11101,998000,1,1,Queens,789,,2016,5,1265,,Active,,,http://www.redfin.com/NY/Long-Island-City/11-35-45th-Ave-11101/unit-6D/home/144212309,HGMLS,6002712,N,Y,40.7477725,-73.9485254
MLS Listing,,Condo/Co-op,350 Hicks St Unit 9D,Brooklyn,NY,11201,965000,0,1,Cobble Hill,538,,,5,1794,,Active,,,http://www.redfin.com/NY/Brooklyn/350-Hicks-St-11201/home/170231890,REBNY,DEGI3947473,N,Y,40.6908113,-73.9980356
MLS Listing,,Condo/Co-op,50 E 8th St Unit 2B,New York,NY,10003,975000,2,1,Greenwich Village,,,,5,,,Active,,,http://www.redfin.com/NY/New-York/50-E-8th-St-10003/home/170231882,REBNY,HALS19937729,N,Y,40.7309259,-73.9938
MLS Listing,,Townhouse,120 E 80th St,New York,NY,10075,980000,0,1,Upper East Side,,,,5,,,Active,,,http://www.redfin.com/NY/New-York/120-E-80th-St-10075/home/45291450,REBNY,LENZ20011486,N,Y,40.7758179,-73.9592414
MLS Listing,,Condo/Co-op,99 Bank St Unit 3Q,New York,NY,10014,999000,1,1,West Village,,,1904,6,,,Active,,,http://www.redfin.com/NY/New-York/99-Bank-St-10014/home/170227122,REBNY,DEGI4067738,N,Y,40.7366669,-74.0062795
MLS Listing,,Condo/Co-op,200 W 54th St Unit 5L,New York,NY,10019,965000,2,1,Middle West Side,,,1912,6,,,Active,,,http://www.redfin.com/NY/New-York/200-W-54th-St-10019/home/53324545,REBNY,DEGI4067724,N,Y,40.7635562,-73.9818919
MLS Listing,,Condo/Co-op,200 Central Park S Unit 18L,New York,NY,10019,999000,0,1,Middle West Side,,,1964,7,,,Active,,,http://www.redfin.com/NY/New-York/200-Central-Park-S-10019/home/45334491,REBNY,WRNY1864354,N,Y,40.7666871,-73.9795594
MLS Listing,,Condo/Co-op,10 W 15th St #1417,New York,NY,10011,999000,1,1,Flatiron,900,,1964,7,1110,,Active,,,http://www.redfin.com/NY/New-York/10-W-15th-St-10011/home/53396097,REBNY,CORC5944012,N,Y,40.736676,-73.9934483
MLS Listing,,Condo/Co-op,184 Kent Ave Unit C309,Brooklyn,NY,11249,950000,1,1,Williamsburg,763,,1915,7,1245,,Active,January-19-2020 01:00 PM,January-19-2020 03:00 PM,http://www.redfin.com/NY/Brooklyn/184-Kent-Ave-11249/home/146394841,REBNY,SEEK1864426,N,Y,40.7185491,-73.9645909
MLS Listing,,Condo/Co-op,55 W 95th St #75,New York,NY,10025,999000,2,1,Upper West Side,,,1913,8,,,Active,,,http://www.redfin.com/NY/New-York/55-W-95th-St-10025/home/45336702,REBNY,CORC5950470,N,Y,40.7917775,-73.9666643
MLS Listing,,Multi-Family (2-4 Unit),2849 86 St,Brooklyn,NY,11223,999000,2,2,Brooklyn,1600,2000,1931,10,624,,Active,,,http://www.redfin.com/NY/Brooklyn/2849-86th-St-11223/home/167874456,BNYMLS,435658,N,Y,40.5922708,-73.9773894
MLS Listing,,Townhouse,5059 67th St,Woodside,NY,11377,950000,2,2,Woodside,,2250,1956,10,,,Active,,,http://www.redfin.com/NY/Flushing/50-59-67th-St-11377/home/20908329,MLSLI,3189069,N,Y,40.735264,-73.897591
