SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,700 Washington St Unit GA,New York,NY,10014,1695000,2,2,West Village,,,1975,1,,,Active,,,http://www.redfin.com/NY/New-York/700-Washington-St-10014/home/170273935,REBNY,CORC5960712,N,Y,40.7346491,-74.0086522
MLS Listing,,Condo/Co-op,145 Huntington St #2,Brooklyn,NY,11231,1650000,2,2,Carroll Gardens,1200,,2019,3,1375,,Active,,,http://www.redfin.com/NY/Brooklyn/145-Huntington-St-11231/home/170268877,REBNY,WAYE1865384,N,Y,40.676384,-74.000133
MLS Listing,,Condo/Co-op,250 E 65th St Unit 11B,New York,NY,10021,1650000,2,2,Upper East Side,1400,,1961,3,1179,,Active,,,http://www.redfin.com/NY/New-York/250-E-65th-St-10065/home/45285713,REBNY,DEGI4065993,N,Y,40.7644287,-73.9619877
MLS Listing,,Condo/Co-op,50 E 89th St Unit 22B,New York,NY,10128,1700000,2,2,Upper East Side,1100,,1973,3,1545,,Active,,,http://www.redfin.com/NY/New-York/50-E-89th-St-10128/home/45160218,REBNY,SOTH2867984,N,Y,40.78229,-73.9568766
MLS Listing,,Condo/Co-op,75 Greene Ave Unit 7A,Brooklyn,NY,11238,1695000,2,2,Fort Greene,1131,,1929,4,1499,,Active,,,http://www.redfin.com/NY/Brooklyn/75-Greene-Ave-11238/home/170247533,REBNY,MNSM1865260,N,Y,40.6863652,-73.9698697
MLS Listing,,Condo/Co-op,543 W 122nd St Unit 5E,New York,NY,10027,1750000,2,2,Morningside Heights,1189,,2019,4,1472,,Active,,,http://www.redfin.com/NY/New-York/543-W-122nd-St-10027/home/150604387,REBNY,HALS20013036,N,Y,40.8114727,-73.9602154
MLS Listing,,Condo/Co-op,55 E End Ave Unit 2D,New York,NY,10028,1595000,2,2,Upper East Side,,,1951,4,,,Active,,,http://www.redfin.com/NY/New-York/55-E-End-Ave-10028/home/102004373,REBNY,UCOM1339978,N,Y,40.7719793,-73.946223
MLS Listing,,Condo/Co-op,77 Bleecker St #113,New York,NY,10012,1750000,2,2,Central Village,1350,,1930,4,1296,,Active,,,http://www.redfin.com/NY/New-York/77-Bleecker-St-10012/home/45141709,REBNY,DEGI4070080,N,Y,40.7267103,-73.9958678
MLS Listing,,Condo/Co-op,245 W 74th St Unit 5C,New York,NY,10023,1500000,2,2,Upper West Side,,,,4,,,Active,,,http://www.redfin.com/NY/New-York/245-W-74th-St-10023/home/45150748,REBNY,BHSR19991915,N,Y,40.7808682,-73.9825668
MLS Listing,,Condo/Co-op,500 W 43rd St Unit 30A,New York,NY,10036,1695000,2,2.5,Middle West Side,1228,,1987,5,1380,,Active,,,http://www.redfin.com/NY/New-York/500-W-43rd-St-10036/home/45264311,REBNY,FISC43734,N,Y,40.7602629,-73.9955169
MLS Listing,,Condo/Co-op,160 W End Ave Unit 22AB,New York,NY,10023,1650000,2,2,Upper West Side,,,1961,5,,,Active,,,http://www.redfin.com/NY/New-York/160-W-End-Ave-10023/home/45209967,REBNY,SEEK1864941,N,Y,40.7760126,-73.9850894
MLS Listing,,Condo/Co-op,40 W 72nd St #123,New York,NY,10023,1675000,2,2,Upper West Side,1100,,1925,5,1523,,Active,,,http://www.redfin.com/NY/New-York/40-W-72nd-St-10023/home/65564102,REBNY,UCOM1340282,N,Y,40.7765585,-73.9771279
MLS Listing,,Condo/Co-op,60 E 96th St Unit 16B,New York,NY,10128,1700000,2,2.5,Upper East Side,,,1929,5,,,Active,,,http://www.redfin.com/NY/New-York/60-E-96th-St-10128/home/170231354,REBNY,DEGI4068211,N,Y,40.7868429,-73.9536584
