SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,188 E 70th St Unit 20A,New York,NY,10021,2495000,2,2.5,Upper East Side,1396,,1985,1,1787,,Active,,,http://www.redfin.com/NY/New-York/188-E-70th-St-10021/home/45285104,REBNY,BHSR19993568,N,Y,40.7684633,-73.9619468
MLS Listing,,Condo/Co-op,790 Riverside Dr Unit 10G,New York,NY,10032,2500000,3,3,Washington Heights,,,1910,1,,,Active,,,http://www.redfin.com/NY/New-York/790-Riverside-Dr-10032/home/53327526,REBNY,UCOM1219583,N,Y,40.834716,-73.9481517
MLS Listing,,Condo/Co-op,265 State St #1209,Brooklyn,NY,11201,2250000,3,2,Boerum Hill,1553,,2014,1,1449,,Active,,,http://www.redfin.com/NY/Brooklyn/265-State-St-11201/home/113655038,REBNY,DEGI4068623,N,Y,40.6892122,-73.9882785
MLS Listing,,Condo/Co-op,825 W End Ave Unit 15A,New York,NY,10025,2500000,3,3,New York,2102,,1928,3,1189,,Active,,,http://www.redfin.com/NY/New-York/825-W-End-Ave-10025/unit-15A/home/45305136,HGMLS,6003490,N,Y,40.7982764,-73.971662
MLS Listing,,Condo/Co-op,37 Riverside Dr Unit 5B,New York,NY,10023,2250000,3,2.5,Upper West Side,1721,,1925,3,1307,,Active,,,http://www.redfin.com/NY/New-York/37-Riverside-Dr-10023/home/170248054,REBNY,UCOM1865227,N,Y,40.7828774,-73.9842196
MLS Listing,,Condo/Co-op,139 E 23rd St #3,New York,NY,10010,2415000,2,2,Middle East Side,1531,,2019,3,1577,,Active,,,http://www.redfin.com/NY/New-York/139-E-23rd-St-10010/home/170248013,REBNY,UCOM1865286,N,Y,40.7395232,-73.984316
MLS Listing,,Condo/Co-op,440 Kent Ave Ph 2C,Brooklyn,NY,11249,2250000,3,2.5,Williamsburg,1690,,2005,3,1331,,Active,,,http://www.redfin.com/NY/Brooklyn/440-Kent-Ave-11249/home/40655761,REBNY,UCOM204192,N,Y,40.7092689,-73.969376
MLS Listing,,Condo/Co-op,450 W 17th St #1409,New York,NY,10011,2495000,1,1,Chelsea,949,,2008,4,2629,,Active,,,http://www.redfin.com/NY/New-York/450-W-17th-St-10011/home/45221559,REBNY,LIGN353885,N,Y,40.7434891,-74.0063862
MLS Listing,,Condo/Co-op,196 Orchard St Unit 10F,New York,NY,10002,2495000,2,2,Lower East Side,1217,,2017,4,2050,,Active,,,http://www.redfin.com/NY/New-York/196-Orchard-St-10002/home/145283176,REBNY,SEEK1865194,N,Y,40.7222717,-73.9878326
MLS Listing,,Condo/Co-op,300 E 59th St #3304,New York,NY,10022,2255000,3,2,Middle East Side,2000,,1974,4,1128,,Active,,,http://www.redfin.com/NY/New-York/300-E-59th-St-10022/home/53324180,REBNY,BHSR20013656,N,Y,40.7602859,-73.9640752
