SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,Unit at 201 E 66th St,New York,NY,10065,499900,0,1,Upper East Side,,,,164,,,Active,,,http://www.redfin.com/NY/New-York/201-E-66th-St-10065/home/167040972,REBNY,REDC19670504,N,Y,40.7660538,-73.9629079
MLS Listing,,Single Family Residential,323 Garretson Ave,Staten Island,NY,10305,489000,2,2,South Beach,1120,1470,1990,1,437,,Active,,,http://www.redfin.com/NY/Staten-Island/323-Garretson-Ave-10305/home/56043936,SIBORMLS,1134818,N,Y,40.5869526,-74.0909334
MLS Listing,,Condo/Co-op,Unit at 45 Martense St,Brooklyn,NY,11226,479000,1,1,Flatbush,,,,1,,,Active,,,http://www.redfin.com/NY/Brooklyn/45-Martense-St-11226/home/170270774,REBNY,CORC5964124,N,Y,40.651597,-73.9575654
MLS Listing,,Condo/Co-op,66-10 Yellowstone Blvd Unit 1G,Forest Hills,NY,11375,478000,2,1,The Stratton,1020,,1950,2,469,,Active,,,http://www.redfin.com/NY/Flushing/66-10-Yellowstone-Blvd-11375/unit-1G/home/20643588,MLSLI,3191185,N,Y,40.7293226,-73.8501306
MLS Listing,,Condo/Co-op,Unit at 145 E 15th St,New York,NY,10003,499000,0,1,Gramercy Park,,,,2,,,Active,,,http://www.redfin.com/NY/New-York/145-E-15th-St-10003/home/45146539,REBNY,DEGI4075799,N,Y,40.7343053,-73.9869055
MLS Listing,,Condo/Co-op,Unit at 185 Hall St,Brooklyn,NY,11205,489500,1,1,Clinton Hill,,,,2,,,Active,,,http://www.redfin.com/NY/Brooklyn/185-Hall-St-11205/home/160760964,REBNY,CORC5962381,N,Y,40.6923118,-73.9653256
MLS Listing,,Condo/Co-op,144-58 Sanford Ave #52,Flushing,NY,11355,480000,2,1,Sanford Plaza,,,1955,3,,,Active,,,http://www.redfin.com/NY/Flushing/144-58-Sanford-Ave-11355/unit-52/home/170268314,MLSLI,3191009,N,Y,40.7589616,-73.8187137
MLS Listing,,Condo/Co-op,102-14 Lewis Ave Unit 5B,Corona,NY,11368,489000,2,1,Corona Plaza,645,,2004,3,758,239,Active,,,http://www.redfin.com/NY/Corona/102-14-Lewis-Ave-11368/unit-5B/home/20647576,MLSLI,3190908,N,Y,40.74095,-73.8581449
MLS Listing,,Townhouse,90-43 Silver Rd,Ozone Park,NY,11417,499000,2,1.5,Ozone Park,,2000,1950,3,,,Active,,,http://www.redfin.com/NY/Jamaica/90-43-Silver-Rd-11417/home/20728921,MLSLI,3190904,N,Y,40.67546,-73.8453
MLS Listing,,Condo/Co-op,Unit at 201 E 37th St,New York,NY,10016,475000,1,1,Middle East Side,,,,3,,,Active,,,http://www.redfin.com/NY/New-York/201-E-37th-St-10016/home/45336605,REBNY,DEGI4072036,N,Y,40.7476363,-73.9763459
MLS Listing,,Condo/Co-op,3016 E Brighton 5 St Unit 3C,Brooklyn,NY,11235,489000,1,1,Brooklyn,739,,2019,4,662,,Active,,,http://www.redfin.com/NY/Brooklyn/3016-Brighton-5th-St-11235/unit-3C/home/170245819,BNYMLS,435832,N,Y,40.5789422,-73.9632143
MLS Listing,,Condo/Co-op,3016 E Brighton 5 St Unit 2B,Brooklyn,NY,11235,479000,1,1,Brooklyn,737,,2019,4,650,,Active,,,http://www.redfin.com/NY/Brooklyn/3016-Brighton-5th-St-11235/unit-2B/home/170245409,BNYMLS,435814,N,Y,40.5789422,-73.9632143
MLS Listing,,Condo/Co-op,Unit at 430 W 34th St,New York,NY,10001,495000,0,1,Middle West Side,,,,4,,,Active,,,http://www.redfin.com/NY/New-York/430-W-34th-St-10001/home/45328254,REBNY,UCOM1865192,N,Y,40.7536573,-73.9975607
MLS Listing,,Condo/Co-op,139-76 35th Ave Unit 1A,Flushing,NY,11354,499000,2,1,Rb Condominium,700,12100,1987,4,713,,Active,,,http://www.redfin.com/NY/Unknown/139-76-35th-Ave-11354/unit-1A/home/100148331,MLSLI,3190522,N,Y,40.7654389,-73.8248595
MLS Listing,,Condo/Co-op,Unit at 125 28th Ave,Brooklyn,NY,11214,499888,2,1,Bath Beach,,,,4,,,Active,,,http://www.redfin.com/NY/Brooklyn/125-28th-Ave-11214/home/40643226,REBNY,DEGI4066044,N,Y,40.5877429,-73.986653
MLS Listing,,Townhouse,172-20 Victoria Dr,Jamaica,NY,11434,499000,2,2,Jamaica,946,2200,1940,5,527,,Active,,,http://www.redfin.com/NY/Jamaica/172-20-Victoria-Dr-11434/home/20703825,MLSLI,3190203,N,Y,40.6838695,-73.7728942
MLS Listing,,Condo/Co-op,Unit at 682 Willoughby Ave,Brooklyn,NY,11206,499000,0,1.5,Bedford Stuyvesant,,,,6,,,Active,,,http://www.redfin.com/NY/Brooklyn/682-Willoughby-Ave-11206/home/170227824,REBNY,UCOM1864858,N,Y,40.6945483,-73.9420157
MLS Listing,,Single Family Residential,215 Father Capodanno Blvd,Staten Island,NY,10305,499900,2,2,South Beach,800,3250,1915,6,625,,Active,,,http://www.redfin.com/NY/Staten-Island/215-Father-Capodanno-Blvd-10305/home/56138034,SIBORMLS,1134646,N,Y,40.5917693,-74.0654108
MLS Listing,,Condo/Co-op,Unit at 520 E 81st St,New York,NY,10028,495000,0,1,Upper East Side,,,,7,,,Active,,,http://www.redfin.com/NY/New-York/520-E-81st-St-10028/home/45296638,REBNY,CITI5959686,N,Y,40.7720248,-73.9483854
MLS Listing,,Condo/Co-op,Unit at 155 E 49th St,New York,NY,10017,499000,1,1,Middle East Side,,,,7,,,Active,,,http://www.redfin.com/NY/New-York/155-E-49th-St-10017/home/170220867,REBNY,CORC5959874,N,Y,40.7556785,-73.9718399
MLS Listing,,Condo/Co-op,Unit at 240 E 76th St,New York,NY,10021,480000,0,1,Upper East Side,,,,7,,,Active,,,http://www.redfin.com/NY/New-York/240-E-76th-St-10021/home/170218244,REBNY,CORC5955642,N,Y,40.7714098,-73.9568334
MLS Listing,,Condo/Co-op,Unit at 80 La Salle St,New York,NY,10027,498000,1,1,Morningside Heights,,,,7,,,Active,,,http://www.redfin.com/NY/New-York/80-La-Salle-St-10027/home/45164867,REBNY,ASHW2830361,N,Y,40.8127336,-73.9579951
MLS Listing,,Condo/Co-op,Unit at 320 E 42nd St,New York,NY,10017,500000,2,2,Murray Hill Kips Bay,,,,7,,,Active,,,http://www.redfin.com/NY/New-York/320-E-42nd-St-10017/home/148705051,REBNY,CORC5957576,N,Y,40.7492776,-73.9714601
MLS Listing,,Condo/Co-op,Unit at 182 Concord St,Brooklyn,NY,11201,485000,0,1,Downtown Brooklyn,,,,8,,,Active,,,http://www.redfin.com/NY/Brooklyn/182-Concord-St-11201/home/170215291,REBNY,CORC5957334,N,Y,40.6974971,-73.9838237
MLS Listing,,Condo/Co-op,61-15 97th St Unit 7B,Rego Park,NY,11374,481000,2,1,Park Plaza,975,,1962,9,493,,Active,,,http://www.redfin.com/NY/Rego-Park/61-15-97th-St-11374/unit-7B/home/142633492,MLSLI,3189206,N,Y,40.7341131,-73.8619884
MLS Listing,,Condo/Co-op,Unit at 1919 Madison Ave,New York,NY,10035,485000,2,1,Mt. Morris Park,,,,9,,,Active,,,http://www.redfin.com/NY/New-York/1919-Madison-Ave-10035/home/170210779,REBNY,UCOM1864311,N,Y,40.8045686,-73.9410797
MLS Listing,,Single Family Residential,140-15 182nd St,Jamaica,NY,11413,495000,2,2.5,Queens County (36081),1600,,1950,11,309,,Active,,,http://www.redfin.com/NY/Jamaica/140-15-182nd-St-11413/home/20693413,Global MLS,202010118,N,Y,40.6715469,-73.761626
MLS Listing,,Condo/Co-op,103-16 Corona Ave Unit 3C,Corona,NY,11368,485000,2,1,103-16 Condo,,,2019,14,,266,Active,,,http://www.redfin.com/NY/Corona/103-16-Corona-Ave-11368/unit-3C/home/169558667,MLSLI,3188189,N,Y,40.7438778,-73.8592382
MLS Listing,,Condo/Co-op,Unit at 130 Lenox Ave,New York,NY,10026,499000,2,1,West Harlem,,,,14,,,Active,,,http://www.redfin.com/NY/New-York/130-Malcolm-X-Blvd-10026/home/45198180,REBNY,UCOM418061,N,Y,40.8021763,-73.9490789
MLS Listing,,Condo/Co-op,103-16 Corona Ave Unit 2B,Corona,NY,11368,485000,2,1,103-16 Condo,,,2019,14,,266,Active,,,http://www.redfin.com/NY/Corona/103-16-Corona-Ave-11368/unit-2B/home/169558354,MLSLI,3188142,N,Y,40.7438778,-73.8592382
MLS Listing,,Vacant Land,23 Grantwood Ave,Staten Island,NY,10312,488888,0,,Annadale,,6323,,14,,,Active,,,http://www.redfin.com/NY/Staten-Island/23-Grantwood-Ave-10312/home/56034136,SIBORMLS,1134491,N,Y,40.5481355,-74.1764054
MLS Listing,,Condo/Co-op,Unit at 440 Neptune Ave,Brooklyn,NY,11224,499000,2,1,Coney Island,,,,14,,,Active,,,http://www.redfin.com/NY/Brooklyn/440-Neptune-Ave-11224/home/40667067,REBNY,UCOM1863850,N,Y,40.5798024,-73.9699473
MLS Listing,,Single Family Residential,516 W Caswell Ave,Staten Island,NY,10314,499000,2,2,Graniteville,1232,6745,1930,14,405,,Active,,,http://www.redfin.com/NY/Staten-Island/516-W-Caswell-Ave-10314/home/56051896,SIBORMLS,1134480,N,Y,40.6158626,-74.1539297
MLS Listing,,Condo/Co-op,Unit at 201 E 37th St,New York,NY,10016,500000,0,1,Murray Hill Kips Bay,,,,15,,,Active,,,http://www.redfin.com/NY/New-York/201-E-37th-St-10016/home/45147925,REBNY,UCOM247162,N,Y,40.7476363,-73.9763459
MLS Listing,,Condo/Co-op,27010 Grand Central Pkwy Unit 3-O,Floral Park,NY,11005,489000,1,1.5,North Shore Towers,1200,,1975,16,408,,Active,,,http://www.redfin.com/NY/Floral-Park/27010-Grand-Central-PKWY-11005/unit-3-O/home/170174039,MLSLI,3187970,N,Y,40.7568752,-73.7110078
MLS Listing,,Condo/Co-op,Unit at 340 E 74th St,New York,NY,10021,499000,0,1,Upper East Side,,,,17,,,Active,,,http://www.redfin.com/NY/New-York/340-E-74th-St-10021/home/170169655,REBNY,UCOM1863774,N,Y,40.7692535,-73.9557821
MLS Listing,,Condo/Co-op,3843 Amboy Rd Unit 2a,Staten Island,NY,10308,499000,2,2,Great Kills,1123,1123,2015,17,444,287,Active,,,http://www.redfin.com/NY/Staten-Island/3843-Amboy-Rd-10308/unit-2A/home/108561240,SIBORMLS,1134466,N,Y,40.5517333,-74.1464983
