SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Multi-Family (2-4 Unit),726 Manor Ct,Brooklyn,NY,11235,1149999,5,3,Sheepshead Bay,2165,3100,1940,123,531,,Active,,,http://www.redfin.com/NY/Brooklyn/726-Manor-Ct-11235/home/40858665,MLSLI,3164037,N,Y,40.586204,-73.961013
MLS Listing,,Multi-Family (2-4 Unit),59-12 Putnam Ave,Ridgewood,NY,11385,1200000,5,3,Ridgewood,,2630,1910,1,,,Active,,,http://www.redfin.com/NY/Flushing/59-12-Putnam-Ave-11385/home/20884767,MLSLI,3191456,N,Y,40.705004,-73.901544
MLS Listing,,Multi-Family (2-4 Unit),66-77 73 Pl,Middle Village,NY,11379,1200000,4,3,Middle Villagr,1900,1900,1965,1,632,,Active,,,http://www.redfin.com/NY/Flushing/66-77-73rd-Pl-11379/home/20894866,MLSLI,3191385,N,Y,40.713192,-73.87931
MLS Listing,,Multi-Family (2-4 Unit),127-06 89th Ave,Richmond Hill,NY,11418,1250000,4,3,Richmond Hill,,2576,1925,1,,,Active,,,http://www.redfin.com/NY/Jamaica/127-06-89th-Ave-11418/home/20772172,MLSLI,3191253,N,Y,40.699046,-73.822594
MLS Listing,,Single Family Residential,4733 39 St,Sunnyside,NY,11104,1200000,4,2.5,Sunnyside,18100,1800,1950,1,66,,Active,,,http://www.redfin.com/NY/Long-Island-City/47-33-39th-St-11104/home/20960119,MLSLI,3191240,N,Y,40.741029,-73.926412
MLS Listing,,Multi-Family (2-4 Unit),6640 Sedgwick Pl,Brooklyn,NY,11220,1188000,5,2,Brooklyn,1440,2000,,1,825,,Active,,,http://www.redfin.com/NY/Brooklyn/6640-Sedgwick-Pl-11220/home/40810093,BNYMLS,435848,N,Y,40.6402087,-74.0288073
MLS Listing,,Multi-Family (2-4 Unit),20-41 Himrod St,Ridgewood,NY,11385,1199000,5,2,Ridgewood,2090,1900,1910,2,574,,Active,,,http://www.redfin.com/NY/Flushing/20-41-Himrod-St-11385/home/20885536,MLSLI,3191175,N,Y,40.710586,-73.90962
MLS Listing,,Single Family Residential,22 Bay 49 St,Brooklyn,NY,11214,1099000,5,2,Brooklyn,2320,2900,1965,3,474,,Active,,,http://www.redfin.com/NY/Brooklyn/22-Bay-49th-St-11214/home/40849144,BNYMLS,435841,N,Y,40.5892368,-73.9846328
MLS Listing,,Single Family Residential,219 Wieland Ave,Staten Island,NY,10309,1198000,5,4,Princes Bay,3553,12875,1983,3,337,,Active,,,http://www.redfin.com/NY/Staten-Island/219-Wieland-Ave-10309/home/56073448,SIBORMLS,1134769,N,Y,40.5406161,-74.2114668
MLS Listing,,Townhouse,932 Lamont Ave,Staten Island,NY,10309,1095000,4,5,Woodrow,3008,10000,1985,3,364,,Active,,,http://www.redfin.com/NY/Staten-Island/932-Lamont-Ave-10309/home/56084357,SIBORMLS,1134768,N,Y,40.5356007,-74.2048403
MLS Listing,,Single Family Residential,207-41 28th Ave,Bayside,NY,11360,1249000,4,3,Bayside,,4100,1960,4,,,Active,,,http://www.redfin.com/NY/Flushing/207-41-28th-Ave-11360/home/20836530,MLSLI,3190740,N,Y,40.7744209,-73.783029
MLS Listing,,Multi-Family (2-4 Unit),923 40 St,Brooklyn,NY,11219,1169000,5,3,Brooklyn,1156,1380,1920,4,1011,,Active,,,http://www.redfin.com/NY/Brooklyn/923-40th-St-11219/home/40802805,BNYMLS,435811,N,Y,40.645121,-73.9949514
MLS Listing,,Multi-Family (2-4 Unit),164-26 95th St,Howard Beach,NY,11414,1050000,4,3.5,Howard Beach,3120,3556,1970,4,337,,Active,,,http://www.redfin.com/NY/Jamaica/164-26-95th-St-11414/home/20681792,MLSLI,3190506,N,Y,40.650103,-73.83591
MLS Listing,,Townhouse,1663 83 St,Brooklyn,NY,11214,1188000,5,2,Bensonhurst,2000,2000,1899,5,594,,Active,,,http://www.redfin.com/NY/Brooklyn/1663-83rd-St-11214/home/40828512,SIBORMLS,1134728,N,Y,40.61101,-74.0037929
MLS Listing,,Multi-Family (2-4 Unit),452 Beach 139th St,Belle Harbor,NY,11694,1249999,5,3,Rockaway Beach,2550,4000,1948,5,490,,Active,,,http://www.redfin.com/NY/Rockaway-Park/452-Beach-139th-St-11694/home/20670110,MLSLI,3190307,N,Y,40.5764997,-73.8580181
MLS Listing,,Multi-Family (2-4 Unit),41-10 20th Ave,Queens,NY,11105,1198000,5,2,Queens,1750,,1870,6,685,,Active,,,http://www.redfin.com/NY/Long-Island-City/41-10-20th-Ave-11105/home/20947403,HGMLS,6002339,N,Y,40.775531,-73.900819
MLS Listing,,Single Family Residential,Withheld Withheld Ave,Staten  Island,NY,10308,1199000,4,2.5,Staten  Island,2712,5940,1950,6,442,,Active,,,http://www.redfin.com/NY/Staten-Island/Undisclosed-address-10309/home/113106485,BNYMLS,435739,N,Y,40.5265593,-74.223802
